"MIP","STDIP","EKIP","SIP","MC","STDC","EKC","SC","TARGET"
"86.21875","53.08335684",".972317854",".341129365","139.6145485","101.0907789","-.612073279","-1.548335256","0"
"81.9375","35.63108501",".896465308","3.3318637","3.505016722","18.93018704","6.877126304","57.21234667","0"
"65.0703125","47.29366098","1.457665248","3.180849425","39.44732441","72.11873386","1.59027261","1.004465099","0"
"31.5078125","50.32503665","3.407176389","10.56814086","50.03762542","62.76227449","1.508049573","1.452347975","1"
"65.796875","46.20510648","2.289090852","6.235282913","20.37207358","51.02207394","2.94169165","8.457182359","1"
"95.9921875","37.4565365",".464600541","2.155718727",".95819398","12.08525698","15.61924689","274.3190807","1"
"87.1640625","40.56144593",".509886945","1.690115143","6.370401338","26.77137367","4.568810015","22.14886813","0"
"81.046875","39.38628001",".664244647","1.942166365","3.739966555","25.50339556","7.519670043","58.42153033","0"
"41.375","39.76532723","3.802018452","16.05622183","23.66053512","55.42796537","2.451976243","5.164108329","1"
"80.640625","56.30882124","1.481006321","1.95213608","27.80769231","63.85544771","2.179749782","3.354892112","1"
"76.515625","37.64492503",".857257553","2.773205048","1.805183946","17.41264888","10.93680598","127.8741213","0"
"90.3359375","44.2945181",".524308874",".472682426","19.2867893","51.10078107","2.597692703","5.612991902","0"
"85.671875","46.69868664","1.084527824","1.100296625","109.5752508","82.2437351","-.090484833","-1.401876872","0"
"85.5234375","36.69404006",".73314856","2.476574339","1.95735786","18.37346734","10.4034065","114.392908","0"
"84.8046875","42.76426271",".737207209","1.028279665","1.005852843","12.100228","15.9737358","291.1461423","0"
"42.0234375","33.02708757","3.6688856","19.64800538","87.90468227","86.47995077",".259049282","-1.504341473","1"
"53.7890625","30.06208481","3.231805376","18.01165504","30.67056856","67.75205759","1.97295785","2.336556152","1"
"46.171875","36.15831279","3.294612925","13.59033242","14.00501672","43.68747295","3.424030632","11.5640852","1"
"37.3046875","41.06579298","3.653733848","13.72233338","51.10618729","64.88992167","1.338573283","1.060299728","1"
"87.5703125","46.19332399",".686262126","1.266967738","6.010869565","29.84139875","5.182647685","26.71224184","0"
"84.7421875","40.00727397","1.368956989","3.812073222","5.736622074","32.04731081","5.9796027","36.14797519","1"
"69.2109375","36.15237984","2.602622367","11.03299416","11.81354515","41.38266061","3.902658237","15.15191981","1"
"91.828125","34.11174408","1.446682068","5.265288542","3.741638796","25.31736958","7.23510061","53.58207362","1"
"50.609375","35.50203215","3.667239216","16.4699669","11.73578595","39.9579891","3.982307101","16.36454974","1"
"23.734375","31.60658663","5.485040455","31.87704369","32.78177258","57.9005609","2.020024126","3.614699199","1"
"73.6015625","37.38928236","1.97830008","7.076542863","5.881270903","30.21748287","5.758598016","33.90977932","1"
"94.765625","46.44359556",".703894987",".719807426","2.153846154","14.24063655","10.83716744","145.8505458","0"
"35.0703125","39.30672326","4.522658784","21.06357501","27.60535117","61.69331397","2.014948043","2.496918796","1"
"22.515625","30.84132383","5.701812939","34.57422517","74.82692308","71.16992463",".803085933","-.138984649","1"
"88.7265625","40.67222541",".600866079","1.123491692","1.178929766","11.4687196","14.26957284","252.5673058","0"
"93.5703125","46.69811352",".53190485",".416721117","1.636287625","14.54507425","10.6217484","131.3940043","0"
"99.3671875","41.57220208","1.547196967","4.154106043","27.55518395","61.71901588","2.20880796","3.662680136","1"
"95.8671875","42.05992212",".326386917",".803501794","1.83277592","12.24896949","11.249331","177.2307712","0"
"99.9140625","43.91949797",".475728501",".781486196",".619565217","9.440975862","20.1066391","475.680218","0"
"95.328125","44.66789069",".386495074",".755115427","2.694816054","17.9985973","9.094177089","97.80243629","0"
"83.6796875","36.37928102",".572531753","2.66461052","4.0409699","23.16912864","7.006681423","53.51400467","0"
"27.765625","28.66604164","5.770087392","37.4190088","73.11287625","62.07021971","1.268206006","1.082920221","1"
"87.515625","51.76343189","1.070588903",".74283956","15.67809365","50.90591579","3.141187931","8.440045483","0"
"23.625","29.94865398","5.688038235","35.98717152","146.5685619","82.39462399","-.274901598","-1.121848281","1"
"94.5859375","35.77982308","1.187308683","3.68746932","6.071070234","29.76039993","5.318766827","28.69804799","1"
"70.0234375","35.28067478","1.157657193","4.546692371","3.003344482","19.57538355","7.954436097","71.96015886","0"
"97.140625","47.77089438",".625218075",".740796144","4.193143813","26.46526062","6.927045631","49.62852693","0"
"96.6796875","41.39952702",".586678289",".820224746","2.044314381","17.27702312","9.450599023","97.26764676","0"
"82.703125","38.00747447",".887823559","2.544943671","1.641304348","13.15851135","11.09366793","155.0446602","0"
"35.15625","30.2377138","4.20347482","24.4866906","34.10117057","62.57739528","1.890020282","2.57213265","1"
"94.078125","43.12982027",".332038232",".808409927","5.234113712","27.28130505","5.642595986","32.92813083","0"
"80.9921875","34.28932416",".717615197","4.001233511","2.663879599","17.38143975","8.123202382","76.32992616","0"
"97.9140625","42.03087172",".370333744",".59410482","1.530100334","16.10162948","11.75689076","146.9822525","0"
"84.0390625","38.94395058",".668006651","1.586057512","1.793478261","13.49457928","11.43353195","161.9078326","0"
"81.9296875","34.51770008",".829346377","3.887459323","3.349498328","20.12947035","8.304477763","79.76471417","0"
"90.96875","41.60790518",".729465117","1.211588181","1.897993311","14.79264583","10.41870697","128.7548875","0"
"91.875","48.02001536",".700846109",".728237097","1.60451505","12.48744974","11.53089265","174.1931918","0"
"86.5625","38.67225063",".580635737","2.591600394","5.989966555","29.64787606","5.325813648","28.9446805","0"
"18.1171875","29.29766978","6.446705558","44.60158751","50.10785953","66.32182537","1.456423391","1.335181593","1"
"89.7578125","46.55352197",".645350043",".768414622","2.067725753","13.48080247","9.744522201","129.34482","0"
"99.4921875","41.25511258",".33931681",".874420009","4.846153846","29.47105734","6.477662421","42.36337684","0"
"44.8671875","45.69333429","2.888739412","8.810672554","176.1195652","59.73772038","-1.785376578","2.940913427","1"
"26.921875","34.5110058","4.709838436","24.24740042","183.6229097","79.93281529","-1.326647481",".346712101","1"
"93.203125","39.42365236",".607771238","1.659607875","1.671404682","15.25578628","11.91119641","163.4059665","0"
"94.7578125","39.5272347",".785765911","1.43736579","2.275919732","15.65629332","9.990955631","122.0353982","0"
"99.421875","48.40835565",".668631921",".851637884","2.12541806","11.47708154","11.54130826","207.6310958","0"
"97.5625","35.16029143",".438211171","2.142149919","2.939799331","19.07838227","8.49720378","81.17969182","0"
"84.2734375","38.39997454",".662578662","1.778425245","2.984113712","16.69029062","8.407608491","86.91303647","0"
"97.7734375","47.58154429",".408923366",".216219451","2.142976589","13.6332318","9.589984998","125.445808","0"
"48.2421875","36.49202526","2.935560303","10.88874578","41.5041806","62.89781076","1.472488674","1.305269046","1"
"82.8828125","39.13131361",".779404515","2.205462374",".988294314","13.81288708","15.17524002","240.0273283","0"
"93.6015625","34.55234703",".703073859","3.038797852","2.193979933","18.76845795","9.199617063","88.63984058","0"
"83.96875","32.78693945",".972955394","4.940514989","1.638795987","11.93460301","12.15731657","199.3218792","0"
"80.3359375","37.6984908",".713377421","2.33490766","1.577759197","12.40009468","11.76194108","180.0012011","0"
"92.171875","36.28255206",".411622306","2.199315462",".387123746","8.525378291","25.46306919","703.2621278","0"
"83.53125","42.52167416",".581761011","1.230802536","3.428093645","17.79643383","7.050441726","61.66259441","0"
"11.8203125","37.25826955","5.340501841","28.65597499","146.7257525","75.39944935","-.29078496","-1.219306736","1"
"87.4375","35.86274834",".752855077","2.549712659","1.949832776","13.20329181","10.37167159","143.2738838","0"
"59.4296875","45.39250413","2.175946915","5.660024859","16.4590301","47.31947735","3.084529416","8.940259466","1"
"88.25","39.04604653",".57152249","1.47049275","4.650501672","25.66972355","6.217865152","40.9873884","0"
"70.671875","38.18501616",".754771387","2.649724403","4.408026756","22.74478298","6.091345229","40.9731114","0"
"87.1796875","33.27476371",".832323467","4.07861041","6.0409699","26.80661253","4.997010294","26.6342542","0"
"94.0234375","38.20697434",".487858357","1.312127246","1.610367893","13.73258799","11.24840725","150.1956715","0"
"88.4375","37.81177685",".689215581","2.035293755","2.415551839","18.02795281","8.828613361","86.79989428","1"
"87.4921875","48.58915711","1.08793288","1.226100829","13.48076923","42.15783527","3.052826039","8.164593538","0"
"93.25","34.98950736",".783981208","3.03771548","2.067725753","17.13592898","9.422644494","96.80477764","0"
"81.1171875","34.88297872",".760898864","3.660842118","2.733277592","16.79887706","8.08768427","78.7640511","0"
"99.9140625","42.72916659",".273128997","1.437221072","1.813545151","13.58016643","10.15685338","133.1339317","0"
"99.2890625","47.39134816",".702001099","1.042189754","1.627090301","14.68008008","10.99141172","139.5509004","1"
"20.3515625","25.77171107","7.024644815","56.11297239","70.51254181","65.47230523","1.102049947",".782055998","1"
"99.203125","58.71719288",".685979219","-.382127219","1.198996656","16.69695061","14.0346739","195.5508102","0"
"96.28125","40.43376866",".518182208","1.584536791","2.0409699","12.95654535","10.75799587","155.2134131","0"
"98.390625","38.09060628",".181846828","1.328352909","2.64632107","15.26245842","8.322596611","90.98396033","0"
"94.2109375","37.19955736",".473575091","1.919946723","2.740802676","21.10781467","8.834994264","80.83527699","0"
"78.578125","35.77394508",".89044175","3.463751701","1.952341137","13.99391541","10.2533319","132.5447885","0"
"95.625","37.74379088",".748273254","1.905309133","1.738294314","12.70652422","11.43935618","170.9179508","0"
"84.1796875","35.2152829",".711290907","3.251486661","2.188963211","19.00205266","9.319661759","89.97886356","0"
"81.921875","37.05540813",".734606908","2.742743228","1.62458194","12.46830219","11.86918524","184.4690652","0"
"97.0625","47.27409273",".278467144",".435716882",".553511706","9.586325582","20.63675832","475.9621349","0"
"97.0859375","51.29541088",".327920382","-.093807865","6.795150502","28.61070753","4.682471015","23.6831281","0"
"87.0859375","39.17948031",".676410762","1.846017995","2.677257525","18.32139267","8.939713643","91.94974803","0"
"98.0625","43.70654091",".321597583",".926466995","2.141304348","14.50767066","9.952468275","125.3959599","0"
"23.671875","31.17769369","5.157291159","30.3466079","69.51086957","62.25601782","1.346742515","1.18128119","1"
"47.484375","36.88452936","3.298800061","12.12951179","24.3812709","55.06566573","2.495798577","5.598441147","1"
"97.09375","48.40542285",".649224503",".491307218","5.063545151","28.42815227","5.979687067","36.30006742","1"
"12.203125","31.2170725","5.926254772","36.8500351","98.86789298","77.91638134",".156919399","-1.081045933","1"
"80.140625","34.42626504","1.697879018","6.213363906","7.822742475","38.34193567","5.048003598","24.8022771","1"
"96.5859375","45.06549528",".698521955",".68107138","2.537625418","14.76989919","8.783182183","102.5476156","0"
"34.6640625","34.03703804","4.53987547","23.64058131","39.85785953","68.72288055","1.722660161","1.888185042","1"
"98.6953125","50.92266787",".205752506","-.305033667","3.93812709","22.37405145","7.135389787","56.7966612","0"
"80.5234375","54.07618538","1.390950312","1.282291873","66.31187291","77.54995516",".870147339","-.478375944","1"
"23.984375","30.68615943","5.452668529","32.17644209","88.47073579","65.77738106",".623538239",".044306412","1"
"55.1875","35.72677349","2.206251292","8.562220145","32.5083612","59.49815851","1.812744178","2.443437229","1"
"38.578125","49.80612559","3.425779498","10.73943582","115.3687291","80.90212712",".001685044","-1.125589807","1"
"81.3046875","35.7564589",".81894401","2.961375717","3.241638796","17.86598116","7.088581396","63.70093706","0"
"74.25","40.62653843","1.581929463","3.703968084","10.81939799","41.9128634","4.136097276","16.55925567","1"
"98.390625","46.65770207",".41240313",".315738766","2.39548495","14.40491647","9.175932448","111.7958742","0"
"98.1953125","43.0103655",".095885261",".513077879","1.284280936","13.78324029","13.02087074","193.1033645","0"
"92.2421875","40.92041554",".529596865","1.420313207","1.845317726","17.15774696","10.29460887","112.887963","0"
"87.0859375","40.54492634",".689507136","1.978205814","4.02006689","25.08489796","7.055696033","52.73233816","0"
"87.75","38.20462996",".851328242","2.376165789","2.226588629","15.08209404","9.076638729","102.7323589","0"
"90.03125","37.77109045",".506701507","1.751755867","1.509197324","12.666711","11.56865577","171.5292411","0"
"58.4375","47.26963051","2.148539156","4.683292326","55.52006689","74.83821189","1.13811631","-.027805804","1"
"80.59375","36.78451557",".922692871","2.774061355",".602006689","10.21248151","20.69703128","462.77531","0"
"27.5234375","30.95610926","4.677046419","25.86510517","32.05183946","59.16230147","2.024630589","3.334317226","1"
"44.796875","30.17303209","4.735203756","27.96010082","30.69314381","61.82819804","2.156630767","3.773395708","1"
"66.4609375","33.33234689","1.350135352","6.575053453","1.7909699","12.28704019","11.37866393","178.338734","0"
"90.3671875","46.99698645",".598654819",".939849408","5.459866221","26.81160386","5.570131987","33.10949221","0"
"97.109375","45.69946567",".592627924",".939486993","5.673076923","24.48279672","5.22440789","30.59883234","0"
"99.125","50.46579906",".6230989",".669232513","1.64548495","16.38366523","11.88734253","153.1602005","0"
"96.4375","42.65683379",".588320542","1.246781457","9.024247492","39.44269261","4.460895519","19.11613138","0"
"81.6015625","44.27935817",".760394919","1.211753003","2.762541806","15.54733203","7.963526918","84.5723625","0"
"78.875","52.10746108","1.359362275","1.989513159","3.743311037","22.59206724","6.747833659","49.52374023","0"
"45.09375","28.60955847","4.156460264","26.19820242","34.56521739","67.78224722","1.872009904","2.171717456","1"
"83.359375","34.93760831",".770642411","3.047239246","1.439799331","15.81722172","12.08712904","152.9470044","1"
"96.53125","35.62169667",".510013768","2.273396138","1.740802676","12.15093376","11.44176342","184.0322005","0"
"78.265625","42.30848105","1.573735534","3.974569639","8.524247492","34.89387035","4.646499866","22.48076807","1"
"85.90625","37.41770919",".515743858","2.18767011","2.180602007","14.55249378","10.82346945","147.3985372","0"
"87.2421875","38.58771382",".561931793","1.843568379","3.102842809","19.876297","7.452943287","61.92557628","0"
"95.03125","38.48456214",".387463026","1.583800289","2.834448161","15.40461048","7.85754174","83.87005489","0"
"88.3828125","39.69810313",".605808524","1.551891228","2.587792642","18.8068821","8.501898124","78.43766674","0"
"78.0546875","44.6946775","1.555123382","3.749351741","137.4874582","83.12858644","-.625662006","-.92402117","1"
"87.2421875","42.00088282",".422191748","1.034822541","2.602842809","17.71660857","8.81931303","88.84119931","0"
"96.109375","54.26443275",".262166959","-.279495211","3.890468227","24.03263269","6.886791484","50.49464156","0"
"95.6484375","51.38634149",".504099149",".040843966","1.382943144","13.7836427","12.5012145","176.1854296","0"
"95.890625","37.23494544",".358574424","1.630684003","1.598662207","12.91551392","11.56180461","170.3121896","0"
"74.9765625","38.17547168",".846327898","2.613272979","1.295986622","13.86561219","12.73800734","180.8712481","0"
"90.8359375","40.58204986",".595021791","1.265456957","1.078595318","11.50805346","14.36137755","249.416104","0"
"96.3828125","43.49373538",".696004323","1.008207786","3.201505017","20.61537476","7.768643631","67.67832258","0"
"97.328125","39.04426762",".676250676","1.479031318","3.903010033","19.94387504","6.789342277","54.90478942","0"
"79.390625","42.81340955","1.145118177","2.686750256","1.219063545","14.89956918","13.82027085","202.644499","0"
"94.4765625","64.09416472",".73565444","-.341452976","4.62458194","32.21038228","6.980556562","46.95336301","0"
"57.8671875","35.14509458","3.392913848","14.63329698","24.85702341","57.36983632","2.549469547","5.703453999","1"
"18.765625","45.88785317","3.575489014","12.36521482","147.6220736","66.28125676","-.376736874","-.90735235","1"
"74.6328125","75.86716095",".834879565","-.838742472","67.62374582","81.19988903",".998824799","-.311267309","0"
"85.859375","35.06260793",".837685965","3.158829791","1.857859532","14.12112664","10.58036423","136.8835851","0"
"96.953125","35.61992494",".551851658","2.333916069","2.75","19.03065319","8.233221891","75.56914246","0"
"92.2421875","46.57583636",".423120369",".054761413","3.93812709","23.26327832","6.53149376","45.26890259","0"
"99.46875","46.09059311",".436304644",".599340643","1.505852843","11.30413246","12.87486965","232.1420717","0"
"85.1171875","36.17851164",".475873112","2.818428144","1.544314381","13.49751158","12.10382996","173.3217939","0"
"92.8671875","35.38766803",".360011081","2.469954248","3.501672241","16.71877854","6.791857884","62.72734703","0"
"96.28125","42.72293323",".424916113",".796946966","1.173076923","13.62386423","13.45525234","198.2059999","0"
"76.4921875","38.12274503",".750548583","2.556619255","3.25","22.3891967","7.711294113","62.91636669","0"
"98.125","51.83311562",".278747284","-.2143049","2.593645485","20.55941125","9.221708243","88.25036284","0"
"97.65625","37.75609171",".50220694","1.463230585","4.147157191","23.35447542","6.596141467","47.89062702","0"
"97.625","42.73226972",".263152946",".588864521","2.698160535","17.14613649","9.561854792","110.3631705","0"
"92.46875","37.78949455",".647792775","2.055608449",".864548495","11.98340745","15.35544717","256.4241567","1"
"88.8203125","35.44437402",".587368709","2.739090736","1.423913043","11.92269119","12.51105098","204.1305461","0"
"79.8671875","40.15387806",".61486468","1.828323799","2.071906355","15.47243249","10.00121862","118.0389886","0"
"94.390625","37.35895023",".484445748","2.071257302","3.320234114","16.41875585","7.386259642","72.79385559","0"
"99.1015625","39.73738791",".584018176","1.526071034","2.837792642","17.63572622","8.82301218","91.82589998","0"
"92.828125","38.19381277",".505959162","1.561033631","4.086120401","23.57656937","6.604373801","45.77572044","0"
"94.78125","48.03806068",".444129595",".199480766",".498327759","9.282765194","22.75314203","561.9678538","0"
"92.8515625","34.66538481",".365849246","2.849070432","3.206521739","20.35524776","7.255771745","60.29126679","0"
"99.703125","44.12612594",".562796637",".944100565","3.513377926","24.01944561","7.416725164","57.05353532","0"
"96.4921875","43.94403331",".499402046",".989876125","2.037625418","17.57719017","10.73064832","126.2633036","0"
"54.7421875","32.33763435","3.345038285","16.48487023","32.77424749","59.42004441","1.821401637","2.44146281","1"
"93.265625","41.93176831",".525499459","1.110687994","5.739130435","30.48463905","5.696015565","32.77404781","0"
"97.9375","41.5310031",".754290769","1.719454864","1.489966555","14.02127145","11.48722528","151.0448645","0"
"19.4140625","46.19109887","3.705014294","13.04605745","96.02842809","61.41001406",".610825109","-.194554797","1"
"80.96875","37.88303081",".776930779","2.457622502","1.336120401","13.40646027","12.39316855","175.8943427","0"
"37.25","30.95132267","4.43751256","25.24357093","73.23494983","82.84329093",".864999317","-.616193394","1"
"93.40625","44.1472036",".738613669","1.282839132","1.27090301","13.82620952","13.13942309","192.7012898","0"
"92.2890625","46.16802741",".44332141",".284898075","2.238294314","19.56681987","9.854371439","101.9330536","0"
"83.140625","36.78946316",".919900696","3.227861054","2.857859532","16.52630001","8.124413751","83.1701685","0"
"86.7890625","35.42457929",".774474405","2.834748065","2.18812709","16.36106683","10.12114049","117.9822559","0"
"68.1015625","34.94836366","2.10780892","8.442367704","5.709866221","31.01071025","5.862879274","34.59967467","1"
"35.6171875","33.15237574","5.168639905","29.04602353","58.40635452","69.24761995","1.093188772",".323029453","1"
"92.6484375","47.56567661",".720715132",".776395866","1.883779264","15.30538753","10.81342962","139.3109049","0"
"96.84375","44.5265787",".472147645",".781350407","2.463210702","15.34833506","9.062014117","103.2747769","0"
"93.3984375","34.24163672",".594230756","2.798017121","2.069397993","13.8265425","10.08134312","132.0364407","0"
"97.6875","53.74109665",".655981731",".409275055","5.296822742","28.38120857","5.968260579","37.51681142","0"
"97.375","37.45434721",".509851827","1.487418318","3.504180602","21.21093653","7.174457316","56.5738003","0"
"92.3828125","44.86718614",".680791972",".893112398","4.43729097","22.65511926","6.463431694","47.45672384","0"
"99.4609375","50.47677411",".636294102",".716470956","1.674749164","14.78051453","12.46033263","178.242323","0"
"98.8125","41.04489729",".608383032","1.332003818","5.149665552","24.56596828","5.509803186","32.59624456","0"
"95.2890625","47.04006808",".411826466",".50311606","4.890468227","23.73887085","6.239235941","44.17721975","0"
"64.75","37.355346","2.700921964","9.75913666","33.52006689","63.08915308","1.852955233","2.402569575","1"
"92.7734375","47.72188551","1.001202445","1.361122525","43.40050167","74.42784636","1.405874814",".430680187","1"
"74.515625","34.35408099","1.863238661","7.586409245","5.974916388","31.30726522","5.486881071","29.91894199","1"
"74.8203125","36.10822136",".875454157","3.472457601","3.946488294","23.3218103","6.723389254","49.03287832","0"
"93.609375","39.70658682","1.030164248","2.659003465","1.839464883","14.80150656","11.29258252","151.9269175","0"
"88.6171875","47.6778121",".508645353",".246340314","1.935618729","16.50017844","10.73973776","125.9475072","0"
"71.78125","33.99079322","1.201375688","5.057366508","2.47993311","18.06210297","9.96680916","114.9804969","0"
"82.0546875","59.29814876","1.202599271",".727364174",".289297659","7.4488166","33.4897547","1140.353233","0"
"94.390625","42.36342659",".714160259","1.979993268","1.861204013","15.14983581","9.610887394","107.9334905","0"
"98.296875","36.66089525",".658723525","2.102054726","3.003344482","19.5649161","8.580805276","83.21087782","0"
"94.4140625","35.42587493",".357497289","2.414477642","1.465719064","13.89544073","11.90624204","162.0812028","0"
"92.015625","45.62602471",".431141955",".358870301","3.011705686","18.63722127","7.871640508","72.214506","0"
"99.6796875","44.75260705",".331855864",".169071803","1.77173913","12.87535708","11.91994389","177.5985156","0"
"79.640625","32.94164689",".981903415","4.951839322","1.407190635","10.89838663","13.98517336","268.7939096","0"
"99.65625","47.3729283",".533407446",".172520534",".735785953","10.771669","17.49573097","342.8707015","0"
"98.5703125","45.06950944",".349156883",".853318645","1.815217391","13.49266378","10.80026393","146.393325","0"
"80.203125","36.29014143",".785636466","3.040664384","2.694816054","16.5066017","8.746164374","91.94737641","0"
"97.8515625","40.72431895",".545522272","1.151478349","2.72993311","17.05405944","8.284555671","83.06011627","0"
"74.1484375","40.88705668",".72926244","1.70782494","2.807692308","22.84815679","8.841502581","80.67025381","0"
"71.7734375","37.22088099","1.136979828","3.445463078","2.600334448","17.99388971","8.205497693","76.10069275","0"
"73.0625","36.01014397",".951943714","3.864943349","2.622909699","17.40139281","8.33970748","82.19914897","0"
"83.140625","39.0999789",".478936343","1.565910234",".481605351","8.813877935","23.31369153","613.7747235","0"
"89.2734375","45.91342309",".681846899","1.22500651","2.79180602","20.35662727","8.385930928","76.18247242","0"
"79.109375","39.61498974",".684276621","1.646754522","2.974080268","17.03964972","8.607001076","91.98973038","0"
"88.171875","39.33631222",".542460917","1.674873849","1.837792642","15.66994791","10.27139683","117.5376832","0"
"42.3515625","44.29527871","3.175923998","10.1211675","36.95568562","65.24427121","1.794145535","2.209126978","1"
"95.265625","45.7703992",".524977018",".841960227","2.593645485","19.59784883","8.765387759","82.61026504","0"
"87.109375","40.43653097",".656423218","1.437604011","1.18812709","10.77726268","14.97911032","289.3189647","0"
"96.4140625","35.04272556",".361015398","2.391446134","1.319397993","12.87728257","12.67390134","187.3686969","0"
"57.3984375","44.95524508","2.638749728","7.709672575","59.05016722","85.54686852","1.141041449","-.250511785","1"
"95.46875","44.5354384",".377170999",".30787026","5.795986622","30.93833846","5.588421488","30.80519094","0"
"95.0625","37.06555637",".712978301","2.624365869","1.70819398","12.5305366","10.93660632","164.2882527","0"
"94.546875","44.63005213",".727884362",".87834695","2.556020067","15.23053741","8.426591091","92.70769844","0"
"98.5078125","48.30696056",".269911829","-.03221039","2.052675585","13.99987104","10.14418917","129.9246609","0"
"61.03125","39.23266685","2.215447877","6.493572277","16.41304348","50.75424391","3.275554212","9.831332507","1"
"82.203125","36.47202682",".651793668","2.608428668","3.015050167","16.832932","7.461255652","70.16540412","0"
"90.0703125","46.31316356","1.409969609","3.038750015","3.030936455","17.28687362","8.303035615","82.62758841","1"
"78.4609375","37.63224647",".761065718","2.51642616","2.241638796","17.16599964","8.768598663","85.6935325","0"
"85.84375","39.09292565",".644002347","1.754021675","1.193979933","13.05605988","13.95621135","223.6619506","0"
"71.1015625","36.01016346","1.036178671","4.089472643",".77006689","9.052973439","20.81186881","534.7929561","0"
"32.625","30.0702303","6.007009546","40.50146538","27.67809365","60.52603206","2.345499272","4.566227882","1"
"85.8515625","44.2664323",".68404926","1.101966369","2.290133779","16.98687088","8.818010824","89.0111496","0"
"69.234375","42.41912975","2.010625143","5.760894094","12.01839465","44.85330601","3.963575589","14.94381867","1"
"89.390625","37.67692314",".49190633","1.864368281","3.419732441","20.0748452","7.550974698","64.83361415","0"
"58.1484375","39.40338061","2.40403726","7.933314587","30.61371237","60.97807555","1.903758041","2.445592609","1"
"95.765625","43.60609984",".900140778","1.57913225","1.489966555","16.50293578","11.9329675","148.1495697","0"
"83.3828125","37.5266824",".606270094","2.52160106","1.476588629","12.91664635","11.9481964","174.9137902","0"
"83.875","43.17551389",".721663137","1.517343046","2.933110368","19.35361505","8.55802382","82.08791866","0"
"76.15625","41.19739781",".836710833","1.725350249","1.744983278","12.22726612","11.98834031","192.2063497","0"
